ensembl_gene_id,Start,End,Chromosome
ENSG00000258511,98135776,98163289,14
ENSG00000258383,99324238,99361083,14
ENSG00000295869,98203658,98205626,14
ENSG00000295888,23115185,23137294,14
ENSG00000295893,103510300,103513458,14
ENSG00000295903,23143115,23158214,14
ENSG00000258667,61678402,61751163,14
ENSG00000295909,87033371,87080351,14
ENSG00000295916,23107651,23114155,14
ENSG00000295922,87041895,87058341,14
ENSG00000295956,46844983,46872012,14
ENSG00000296012,43735905,43812349,14
ENSG00000251602,105416884,105419739,14
ENSG00000296022,94968380,94971465,14
ENSG00000296057,31960075,31968450,14
ENSG00000296068,20653293,20671356,14
ENSG00000296075,31939906,31945146,14
ENSG00000296081,61147701,61161150,14
ENSG00000296087,31964255,31965343,14
ENSG00000246223,97924637,97987918,14
ENSG00000296169,95943917,95948988,14
ENSG00000259093,63122888,63178855,14
ENSG00000296192,63178246,63179993,14
ENSG00000296230,59193985,59197931,14
ENSG00000296245,59187464,59188460,14
ENSG00000296264,21308642,21308765,14
ENSG00000296267,59187983,59188514,14
ENSG00000296288,20632295,20632984,14
ENSG00000288044,24266033,24298861,14
ENSG00000296360,88384495,88385598,14
ENSG00000296402,100573310,100579210,14
ENSG00000296419,100582436,100586795,14
ENSG00000257831,31248628,31302739,14
ENSG00000258913,104223496,104315671,14
ENSG00000296533,51738035,51743789,14
ENSG00000288459,104293270,104294922,14
ENSG00000296585,25050265,25052590,14
ENSG00000296586,28670789,28673611,14
ENSG00000275198,90382783,90388356,14
ENSG00000258784,55748208,55782546,14
ENSG00000285826,83986776,84140544,14
ENSG00000285664,52791756,52945210,14
ENSG00000296668,74212606,74217782,14
ENSG00000258793,96258138,96268657,14
ENSG00000296705,101228531,101230343,14
ENSG00000296722,100817356,100824476,14
ENSG00000296739,100819792,100822099,14
ENSG00000296765,60304893,60348334,14
ENSG00000296771,86570276,86578399,14
ENSG00000258556,60304690,60327783,14
ENSG00000296780,73944519,73946809,14
ENSG00000254718,60240106,60248985,14
ENSG00000258399,100836269,100947194,14
ENSG00000296806,36685513,36686590,14
ENSG00000296828,99274112,99276858,14
ENSG00000258537,51379509,51651744,14
ENSG00000257126,28723436,28766589,14
ENSG00000296920,51395605,51396053,14
ENSG00000296926,31263632,31264206,14
ENSG00000296937,62314238,62573754,14
ENSG00000296947,28759036,28759627,14
ENSG00000186615,55496786,55581068,14
ENSG00000296961,62485452,62571811,14
ENSG00000296969,75024162,75025222,14
ENSG00000296970,59417919,59428895,14
ENSG00000296983,55580475,55598451,14
ENSG00000297012,20609919,20610679,14
ENSG00000297064,99137892,99138075,14
ENSG00000297112,104459792,104474466,14
ENSG00000258636,41562173,41605992,14
ENSG00000289903,37586588,37588764,14
ENSG00000297162,40230197,40241747,14
ENSG00000297163,41594477,41597611,14
ENSG00000297171,37587957,37588852,14
ENSG00000257869,28318046,28418612,14
ENSG00000289436,41604736,41606348,14
ENSG00000259138,75127074,75136933,14
ENSG00000273565,75176193,75177418,14
ENSG00000259004,101120835,101123570,14
ENSG00000288302,101120512,101121577,14
ENSG00000297421,73740836,73747672,14
ENSG00000297427,54040360,54192540,14
ENSG00000297446,54114789,54116106,14
ENSG00000292986,19268701,19337756,14
ENSG00000291205,19300928,19317893,14
ENSG00000297555,74954628,74978971,14
ENSG00000297577,74978945,74981231,14
ENSG00000297583,83313859,83368614,14
ENSG00000297595,74978110,74978537,14
ENSG00000289844,75335921,75360493,14
ENSG00000297609,98792300,98798167,14
ENSG00000297616,75340385,75341068,14
ENSG00000259149,42259403,42268704,14
ENSG00000259062,68978862,68987463,14
ENSG00000297673,20339359,20342768,14
ENSG00000259001,20342976,20343685,14
ENSG00000235706,95157645,95181475,14
ENSG00000297710,49051575,49052981,14
ENSG00000297734,75051235,75052397,14
ENSG00000258752,89349377,89366081,14
ENSG00000297774,23486868,23487336,14
ENSG00000297789,83861894,83867619,14
ENSG00000297837,98298398,98348307,14
ENSG00000297881,67412465,67428844,14
ENSG00000297883,75490647,75550858,14
ENSG00000297899,103627320,103629144,14
ENSG00000297909,67413259,67414545,14
ENSG00000297915,84503445,84511860,14
ENSG00000289968,23191898,23207329,14
ENSG00000235785,99262625,99264735,14
ENSG00000286607,91264850,91266693,14
ENSG00000258733,85911438,86161539,14
ENSG00000258912,86006893,86062981,14
ENSG00000298066,86013915,86015116,14
ENSG00000298073,72665659,72670899,14
ENSG00000287663,90758584,90760061,14
ENSG00000298099,33958874,33964151,14
ENSG00000298101,94864653,94868298,14
ENSG00000298237,39183168,39217697,14
ENSG00000259083,39174875,39175880,14
ENSG00000287156,53954671,53962356,14
ENSG00000298281,92207248,92208982,14
ENSG00000286123,40267243,40348517,14
ENSG00000258404,101628309,101760448,14
ENSG00000298369,99775250,99778241,14
ENSG00000298374,101758902,101760426,14
ENSG00000258512,101730437,101732534,14
ENSG00000287833,66248811,66278875,14
ENSG00000288034,97005570,97014236,14
ENSG00000298453,95361337,95362302,14
ENSG00000298589,96585857,96587244,14
ENSG00000298659,82420154,82428638,14
ENSG00000258175,28502929,28613662,14
ENSG00000259077,87810981,87838339,14
ENSG00000298836,72894256,72894820,14
ENSG00000298954,73997607,73998408,14
ENSG00000299005,88953178,88954036,14
ENSG00000293497,34911286,34983340,14
ENSG00000299052,105532284,105549388,14
ENSG00000299087,51809888,51855816,14
ENSG00000258464,23699796,23729757,14
ENSG00000299112,51839816,51844363,14
ENSG00000299117,105549098,105549189,14
ENSG00000299120,39109819,39114578,14
ENSG00000258598,104371895,104379017,14
ENSG00000299131,23726186,23730483,14
ENSG00000258798,91418171,91421239,14
ENSG00000274002,23578017,23620014,14
ENSG00000299187,26599923,26603995,14
ENSG00000258717,100675621,100698825,14
ENSG00000289278,100683750,100692117,14
ENSG00000299232,100696893,100700180,14
ENSG00000258616,45706250,45715952,14
ENSG00000299273,69811627,69815975,14
ENSG00000293472,102036315,102066263,14
ENSG00000299386,83485365,83639807,14
ENSG00000299403,83638875,83658741,14
ENSG00000258655,32073914,32076861,14
ENSG00000299421,83556641,83557078,14
ENSG00000299534,46061567,46063988,14
ENSG00000299566,35374626,35374992,14
ENSG00000299612,28262067,28264565,14
ENSG00000299618,61970005,61972909,14
ENSG00000299673,98415933,98418285,14
ENSG00000299691,38513762,38617024,14
ENSG00000299719,74617504,74618737,14
ENSG00000299727,104362685,104367297,14
ENSG00000259087,37515122,37567095,14
ENSG00000299791,55234763,55255155,14
ENSG00000259230,102545223,102591269,14
ENSG00000299807,55233615,55240287,14
ENSG00000299837,19169006,19185160,14
ENSG00000259028,87567213,87569401,14
ENSG00000288730,105904994,105905831,14
ENSG00000299896,32773079,32804441,14
ENSG00000299988,21061299,21069303,14
ENSG00000289583,68741747,68787379,14
ENSG00000300053,68758562,68778120,14
ENSG00000286595,48194093,48228344,14
ENSG00000300113,40576121,40577374,14
ENSG00000300116,23311669,23321205,14
ENSG00000214900,49927213,50105121,14
ENSG00000300135,23307517,23308456,14
ENSG00000300158,63745873,63759869,14
ENSG00000300168,49965437,50003025,14
ENSG00000258675,81441206,81450377,14
ENSG00000300197,49936506,49951969,14
ENSG00000300202,54299344,54396774,14
ENSG00000300221,50007188,50017729,14
ENSG00000300222,54349477,54363341,14
ENSG00000300253,50003531,50004150,14
ENSG00000300281,50061867,50062323,14
ENSG00000300282,73851319,73851735,14
ENSG00000258657,24595723,24657774,14
ENSG00000300297,64034181,64038822,14
ENSG00000300403,105708930,105710726,14
ENSG00000293482,64341667,64388287,14
ENSG00000271780,101948125,101963357,14
ENSG00000300525,83108135,83196457,14
ENSG00000300533,101962499,101964397,14
ENSG00000289482,101946985,101948175,14
ENSG00000258672,99691445,99693947,14
ENSG00000258982,100206057,100238605,14
ENSG00000300624,20413074,20414738,14
ENSG00000300626,100221713,100235708,14
ENSG00000259133,56648965,56797583,14
ENSG00000300682,56794553,56800029,14
ENSG00000300734,40411291,40413696,14
ENSG00000300783,91520178,91574719,14
ENSG00000300806,91510637,91520914,14
ENSG00000300830,91573990,91580891,14
ENSG00000300850,96144540,96146277,14
ENSG00000258662,79246668,79255191,14
ENSG00000300896,45370842,45400695,14
ENSG00000300911,102776313,102776748,14
ENSG00000300954,55454913,55463566,14
ENSG00000258847,65956922,66174567,14
ENSG00000300967,24695136,24748284,14
ENSG00000300981,65379746,65413710,14
ENSG00000300987,66013292,66059298,14
ENSG00000276116,65410768,65412690,14
ENSG00000258502,66111557,66131716,14
ENSG00000301019,97706133,97774221,14
ENSG00000301040,97717660,97719275,14
ENSG00000301115,45253612,45269631,14
ENSG00000301142,85863804,85868196,14
ENSG00000258583,58646631,59184247,14
ENSG00000259070,38699825,38948289,14
ENSG00000301174,38866954,38983699,14
ENSG00000301175,58746092,58864131,14
ENSG00000301186,38726742,38728709,14
ENSG00000301187,58789553,58796349,14
ENSG00000301202,59079335,59081827,14
ENSG00000301219,58748425,58750424,14
ENSG00000301280,92833056,92872401,14
ENSG00000258854,51982259,51987219,14
ENSG00000301384,103538483,103540364,14
ENSG00000301403,74378107,74398858,14
ENSG00000301442,86657202,86713450,14
ENSG00000232774,61570405,61658696,14
ENSG00000301447,74325344,74349891,14
ENSG00000301487,98698044,98704013,14
ENSG00000292998,27259142,27845312,14
ENSG00000301527,27815975,27816513,14
ENSG00000258700,45891087,46501903,14
ENSG00000258633,44763153,44912632,14
ENSG00000301622,68806382,68816449,14
ENSG00000301652,32651459,32660489,14
ENSG00000289111,32932413,32933834,14
ENSG00000301658,95389730,95393782,14
ENSG00000259088,101795806,101810321,14
ENSG00000301678,32933773,32934668,14
ENSG00000258735,103847687,103880381,14
ENSG00000289049,101760727,101761485,14
ENSG00000301699,96097455,96099027,14
ENSG00000258534,103854366,103880119,14
ENSG00000301710,101821750,101822098,14
ENSG00000301732,30616230,30672341,14
ENSG00000278784,24201612,24203108,14
ENSG00000288820,24195687,24196482,14
ENSG00000301825,61186509,61189125,14
ENSG00000301842,65829820,65838772,14
ENSG00000301869,53076310,53076902,14
ENSG00000301881,100617115,100623682,14
ENSG00000301903,35045737,35046147,14
ENSG00000257155,31553351,31561355,14
ENSG00000257986,25641482,26143511,14
ENSG00000301962,76812663,76814060,14
ENSG00000258957,69183015,69214092,14
ENSG00000302020,105480336,105481649,14
ENSG00000302035,105481047,105481870,14
ENSG00000302064,90521990,90523031,14
ENSG00000302108,76512351,76513939,14
ENSG00000302141,89040519,89043206,14
ENSG00000302407,24135429,24136333,14
ENSG00000302430,32821149,32860783,14
ENSG00000186960,28765640,28823817,14
ENSG00000257748,28791775,28830223,14
ENSG00000302484,71752805,71835088,14
ENSG00000257056,28782819,28785937,14
ENSG00000258658,58339709,58395843,14
ENSG00000302510,58272524,58298129,14
ENSG00000302525,38472211,38498139,14
ENSG00000257621,58265365,58298641,14
ENSG00000302546,58242621,58244691,14
ENSG00000302567,41345220,41490089,14
ENSG00000259103,75814502,75847698,14
ENSG00000302610,76828230,76830167,14
ENSG00000302621,65287977,65378395,14
ENSG00000284959,81012099,81170439,14
ENSG00000302635,65302254,65303008,14
ENSG00000286686,81168447,81175400,14
ENSG00000302673,102134363,102134845,14
ENSG00000302691,81170465,81171840,14
ENSG00000225746,100883057,101038859,14
ENSG00000258813,73027680,73059453,14
ENSG00000247970,99604488,99625740,14
ENSG00000258740,75210494,75279526,14
ENSG00000302861,75204110,75237172,14
ENSG00000302864,104065567,104078073,14
ENSG00000258820,75259096,75273908,14
ENSG00000258479,51326941,51365560,14
ENSG00000259687,75294281,75306996,14
ENSG00000302903,75237814,75250293,14
ENSG00000258955,51304101,51331955,14
ENSG00000258902,85362457,85516934,14
ENSG00000289340,75257265,75259078,14
ENSG00000258942,51333204,51385603,14
ENSG00000205562,85493931,85531660,14
ENSG00000302945,75275125,75275453,14
ENSG00000258945,85516452,85529832,14
ENSG00000259107,85393828,85420550,14
ENSG00000302997,25092758,25140523,14
ENSG00000303011,95764538,95774982,14
ENSG00000258098,25124467,25156314,14
ENSG00000258857,50396310,50418531,14
ENSG00000303019,25387034,25389927,14
ENSG00000303035,25111287,25114722,14
ENSG00000303039,91668545,91673578,14
ENSG00000303055,25126346,25127323,14
ENSG00000303107,60191916,60210646,14
ENSG00000303133,49525942,49554022,14
ENSG00000303147,72901514,72903770,14
ENSG00000303153,49550445,49577945,14
ENSG00000303162,49586434,49589719,14
ENSG00000258377,49620749,49623480,14
ENSG00000258843,50821770,50823513,14
ENSG00000288762,76925297,76948790,14
ENSG00000258602,76959552,76970795,14
ENSG00000303346,34539737,34541698,14
ENSG00000303357,103356695,103394455,14
ENSG00000287004,77082688,77086720,14
ENSG00000259058,76920046,76924649,14
ENSG00000303400,76920777,76923856,14
ENSG00000303418,77096368,77098013,14
ENSG00000303440,77040216,77040902,14
ENSG00000303461,77037566,77038169,14
ENSG00000258548,27529238,27639636,14
ENSG00000303502,57503609,57510058,14
ENSG00000303511,37584589,37585615,14
ENSG00000237054,22918947,22926900,14
ENSG00000259146,71292719,71321892,14
ENSG00000303546,71487724,71492027,14
ENSG00000258487,44392110,44648997,14
ENSG00000258747,44507328,44567467,14
ENSG00000303586,90620882,90625846,14
ENSG00000289979,24242401,24243103,14
ENSG00000303604,69547640,69608369,14
ENSG00000286551,101133730,101152173,14
ENSG00000287310,69582866,69611490,14
ENSG00000303662,88793047,88793907,14
ENSG00000303665,48709313,48788932,14
ENSG00000303690,49868256,49868979,14
ENSG00000303727,20686608,20799981,14
ENSG00000303741,22851694,22872694,14
ENSG00000303743,20791452,20810080,14
ENSG00000303752,20722121,20740209,14
ENSG00000136315,20909831,20920307,14
ENSG00000258471,20995837,21014822,14
ENSG00000303804,20825213,20828133,14
ENSG00000303820,20955463,20956443,14
ENSG00000303831,105137210,105141387,14
ENSG00000303859,64880862,64915019,14
ENSG00000288779,64880137,64881729,14
ENSG00000303901,92039552,92105453,14
ENSG00000304071,98786224,98788113,14
ENSG00000304105,70682241,70710167,14
ENSG00000304121,28074580,28088510,14
ENSG00000258689,70697948,70714886,14
ENSG00000304150,70714575,70718499,14
ENSG00000291038,20427441,20447604,14
ENSG00000304186,26026702,26045585,14
ENSG00000304191,51144693,51240164,14
ENSG00000304220,81572954,81583492,14
ENSG00000304283,91425813,91458922,14
ENSG00000304295,106374264,106375053,14
ENSG00000304296,23691706,23694784,14
ENSG00000259129,47682429,47901681,14
ENSG00000304345,47676182,47740685,14
ENSG00000275630,70821715,70824437,14
ENSG00000304372,70821560,70822870,14
ENSG00000279140,104809329,104816050,14
ENSG00000304498,18872255,18882250,14
ENSG00000304510,18880797,18887618,14
ENSG00000304578,77660843,77674298,14
ENSG00000304580,54901335,54902141,14
ENSG00000288795,23057690,23063277,14
ENSG00000287913,68731234,68737171,14
ENSG00000304744,68733876,68734409,14
ENSG00000304787,100018719,100019376,14
ENSG00000304827,90061250,90061648,14
ENSG00000304903,46625105,46734432,14
ENSG00000304907,55122915,55125468,14
ENSG00000304912,85087475,85095465,14
ENSG00000258584,93904730,93927066,14
ENSG00000258458,22668229,22766669,14
ENSG00000304974,43144686,43651610,14
ENSG00000259054,22556248,22564897,14
ENSG00000304991,43300727,43300937,14
ENSG00000305001,25912942,25919546,14
ENSG00000305009,22589479,22595806,14
ENSG00000259003,22556569,22559803,14
ENSG00000258766,80211106,80472978,14
ENSG00000305170,84201028,84202655,14
ENSG00000305238,54907956,54916262,14
ENSG00000305248,80147487,80153726,14
ENSG00000305328,25485372,25526451,14
ENSG00000258630,95319483,95335757,14
ENSG00000305377,106460253,106461844,14
ENSG00000305385,21456231,21465874,14
ENSG00000305387,95326169,95327975,14
ENSG00000305406,87147406,87148035,14
ENSG00000285774,54683694,54729339,14
ENSG00000289137,99281301,99296742,14
ENSG00000258977,81605338,81623855,14
ENSG00000305453,101929860,101944894,14
ENSG00000305540,94394361,94394744,14
ENSG00000305557,94394916,94395168,14
ENSG00000305570,61166056,61180528,14
ENSG00000258736,104652783,104681907,14
ENSG00000305651,104656013,104657075,14
ENSG00000305687,94617473,94639595,14
ENSG00000305710,34650784,34700142,14
ENSG00000305743,97027712,97048330,14
ENSG00000305875,63492927,63511534,14
ENSG00000305881,96100614,96106317,14
ENSG00000305984,46565394,46581855,14
ENSG00000306004,46578550,46583189,14
ENSG00000306009,81436604,81438927,14
ENSG00000306058,52351415,52352236,14
ENSG00000306082,54444042,54444505,14
ENSG00000306097,35341774,35345400,14
ENSG00000306138,87158562,87170312,14
ENSG00000258866,95047353,95050957,14
ENSG00000306173,68558769,68565250,14
ENSG00000258744,24442951,24508700,14
ENSG00000258711,50947844,50974384,14
ENSG00000306259,30855034,30855888,14
ENSG00000306262,57999719,58029832,14
ENSG00000306271,60688714,60708809,14
ENSG00000306292,74464729,74474911,14
ENSG00000306308,104441728,104450834,14
ENSG00000306313,74428639,74429254,14
ENSG00000259153,70808811,70816935,14
ENSG00000306372,104734536,104736582,14
ENSG00000306386,104745290,104745924,14
ENSG00000260806,96500810,96502342,14
ENSG00000259104,36130677,36217284,14
ENSG00000306447,77655168,77656637,14
ENSG00000223403,101042908,101072937,14
ENSG00000230805,101071978,101078135,14
ENSG00000306522,72144874,72164664,14
ENSG00000306540,100708587,100709756,14
ENSG00000306555,100708216,100708995,14
ENSG00000178107,21103730,21116750,14
ENSG00000306597,76677714,76706328,14
ENSG00000258792,89628728,89771939,14
ENSG00000257959,18555677,18596342,14
ENSG00000306627,89665862,89702264,14
ENSG00000273783,81219478,81227694,14
ENSG00000306649,89032319,89032954,14
ENSG00000306652,89625416,89636659,14
ENSG00000306661,30216495,30221295,14
ENSG00000306671,89719956,89721398,14
ENSG00000247092,95521937,95534925,14
ENSG00000306681,63852186,63852898,14
ENSG00000306689,89771471,89772272,14
ENSG00000306731,30327720,30378190,14
ENSG00000306730,94880675,94888229,14
ENSG00000306743,30363534,30381399,14
ENSG00000306760,30359631,30363511,14
ENSG00000306765,100159201,100161545,14
ENSG00000306832,47104573,47108730,14
ENSG00000306848,86839158,86905761,14
ENSG00000306917,68612942,68627861,14
ENSG00000261242,63543560,63544669,14
ENSG00000306974,100084336,100091372,14
ENSG00000307013,100973825,100982573,14
ENSG00000307015,98774461,98775388,14
ENSG00000258561,66212810,66509394,14
ENSG00000307058,77990026,77993935,14
ENSG00000259135,34545808,34562387,14
ENSG00000257556,105032855,105101973,14
ENSG00000259002,34541740,34557282,14
ENSG00000286636,105094863,105112484,14
ENSG00000307114,81588232,81589073,14
ENSG00000307120,105077608,105093173,14
ENSG00000307140,105065609,105066173,14
ENSG00000307190,54566893,54568386,14
ENSG00000307194,81561029,81562099,14
ENSG00000196273,100657245,100676069,14
ENSG00000307203,106400814,106401425,14
ENSG00000307209,64703747,64704843,14
ENSG00000289290,64703225,64703797,14
ENSG00000307255,104766112,104766952,14
ENSG00000214548,100779206,100861031,14
ENSG00000307271,76734699,76743850,14
ENSG00000258940,39265703,39267113,14
ENSG00000307333,57163685,57189153,14
ENSG00000258884,90820042,90828274,14
ENSG00000307352,90820176,90821682,14
ENSG00000307417,99941862,99949234,14
ENSG00000307460,61031220,61049584,14
ENSG00000307462,98093321,98116675,14
ENSG00000307477,76535932,76536301,14
ENSG00000307479,67072688,67189332,14
ENSG00000258532,83903437,83915377,14
ENSG00000307514,92287239,92315409,14
ENSG00000307639,60573680,60642614,14
ENSG00000258670,60515104,60554916,14
ENSG00000259508,102766550,102775015,14
ENSG00000286040,29415856,29500583,14
ENSG00000307731,106737142,106738321,14
ENSG00000307737,29451823,29455436,14
ENSG00000307744,41911233,41928639,14
ENSG00000286099,40630006,40905513,14
ENSG00000307754,91952832,91965106,14
ENSG00000307766,92785312,92785736,14
ENSG00000307769,38997336,39017676,14
ENSG00000307786,98544437,98550456,14
ENSG00000258826,88010787,88036819,14
ENSG00000258975,88132585,88161459,14
ENSG00000258875,91241950,91252211,14
ENSG00000307905,90364358,90369015,14
ENSG00000307927,55042400,55103366,14
ENSG00000307944,93772428,93776333,14
ENSG00000215256,23938219,24075861,14
ENSG00000307986,77966121,77968065,14
ENSG00000291039,24006981,24051377,14
ENSG00000290354,18289341,18345505,14
ENSG00000308027,23965091,23969815,14
ENSG00000308116,69867022,69877116,14
ENSG00000308131,44122131,44153752,14
ENSG00000308145,44130465,44131264,14
ENSG00000308166,98368705,98369985,14
ENSG00000308173,85880743,85886052,14
ENSG00000258413,55261698,55272078,14
ENSG00000308252,98213979,98242794,14
ENSG00000308262,50130113,50130500,14
ENSG00000308283,92503412,92513550,14
ENSG00000308302,92504059,92504614,14
ENSG00000308312,99277093,99279772,14
ENSG00000308329,42014754,42019233,14
ENSG00000293329,19062294,19131345,14
ENSG00000308525,19082695,19099059,14
ENSG00000308531,34061412,34072261,14
ENSG00000258526,39432429,40390547,14
ENSG00000308583,95337879,95339683,14
ENSG00000308586,52258265,52267578,14
ENSG00000308593,39470265,39474760,14
ENSG00000308662,102684424,102694689,14
ENSG00000259097,98067465,98205204,14
ENSG00000259142,62133991,62140011,14
ENSG00000246084,97427071,97582146,14
ENSG00000308722,102510892,102512583,14
ENSG00000250548,61546783,61618974,14
ENSG00000247287,61294909,61322838,14
ENSG00000308756,70256362,70257873,14
ENSG00000308763,61519538,61525791,14
ENSG00000283627,89013361,89025997,14
ENSG00000259033,70255629,70343388,14
ENSG00000308787,42113913,42151060,14
ENSG00000258416,79850074,79974169,14
ENSG00000308837,102368613,102394883,14
ENSG00000258314,19024090,19056237,14
ENSG00000282885,49860314,49868199,14
ENSG00000278002,49862969,49865508,14
ENSG00000308942,56494612,56503679,14
ENSG00000309003,23376372,23376965,14
ENSG00000286527,32200432,32201995,14
ENSG00000309007,45626371,45627632,14
ENSG00000309034,25246555,25279233,14
ENSG00000224721,75561588,75579657,14
ENSG00000258979,96738021,96793084,14
ENSG00000258874,78703608,78709986,14
ENSG00000309132,93983081,93987560,14
ENSG00000260830,21383382,21391821,14
ENSG00000274015,63641745,63665593,14
ENSG00000258933,94960277,94962976,14
ENSG00000258517,71212633,71230722,14
ENSG00000309299,71124519,71129964,14
ENSG00000309314,71136913,71139698,14
ENSG00000286479,26831395,26873449,14
ENSG00000309328,71231941,71233281,14
ENSG00000259907,71181422,71182106,14
ENSG00000309347,82536953,82545314,14
ENSG00000309352,35321823,35339951,14
ENSG00000309368,58157908,58158338,14
ENSG00000259072,38255980,38371338,14
ENSG00000258748,104120807,104138440,14
ENSG00000258743,82642570,82746664,14
ENSG00000309558,26367317,26397373,14
ENSG00000248550,56813183,57152177,14
ENSG00000309754,102517617,102531291,14
ENSG00000259065,73787350,73803628,14
ENSG00000309760,25346290,25375225,14
ENSG00000309779,40077357,40216452,14
ENSG00000309789,100714605,100722426,14
ENSG00000257185,26809340,26836458,14
ENSG00000309804,75771518,75774129,14
ENSG00000255002,65152861,65222600,14
ENSG00000309897,65102804,65186300,14
ENSG00000309915,65134076,65138082,14
ENSG00000309930,65203023,65203675,14
ENSG00000259116,64508815,64540369,14
ENSG00000309970,96737881,96738959,14
ENSG00000310069,97383180,97415108,14
ENSG00000310089,97409091,97410019,14
ENSG00000310098,79943742,79946206,14
ENSG00000258390,95545999,95582305,14
ENSG00000257636,30412075,30577622,14
ENSG00000310195,88002706,88003109,14
ENSG00000310208,30503451,30513065,14
ENSG00000310246,35403147,35482864,14
ENSG00000310263,98539079,98542859,14
ENSG00000310272,35475950,35533972,14
ENSG00000310289,35404696,35406056,14
ENSG00000310370,25856555,25857997,14
ENSG00000259163,90642603,90648894,14
ENSG00000310434,33217546,33227666,14
ENSG00000310449,87256783,87530497,14
ENSG00000233208,90449602,90508469,14
ENSG00000310461,94021835,94023295,14
ENSG00000310462,87215990,87311400,14
ENSG00000310464,90483451,90487120,14
ENSG00000310468,87286898,87287794,14
ENSG00000258678,90452063,90455231,14
ENSG00000309481,73228283,73232908,14
ENSG00000258376,73242651,73246018,14
ENSG00000133961,73275107,73466167,14
ENSG00000308948,73465669,73465956,14
ENSG00000187105,73478484,73558947,14
ENSG00000299171,73539011,73543160,14
ENSG00000258603,73548239,73634454,14
ENSG00000274827,19341050,19384587,14
ENSG00000276888,19420975,19425017,14
ENSG00000293168,19482113,19489793,14
ENSG00000273639,19499737,19677923,14
ENSG00000257395,19681026,19684739,14
ENSG00000290702,19954490,19957996,14
ENSG00000293991,20100286,20101085,14
ENSG00000258459,20305730,20306811,14
ENSG00000087301,52429472,52552547,14
ENSG00000180998,52552836,52637713,14
ENSG00000197930,52639915,52695900,14
ENSG00000258757,52640839,52641566,14
ENSG00000100519,52707178,52728590,14
ENSG00000258538,88143167,88180198,14
ENSG00000258867,88024512,88145729,14
ENSG00000258702,96592399,96740828,14
ENSG00000258550,51763056,51764076,14
ENSG00000293790,51763413,51780265,14
ENSG00000258599,20983155,20985066,14
ENSG00000259130,20870278,20990463,14
ENSG00000257493,19664098,19683677,14
ENSG00000259069,19677643,19684894,14
ENSG00000257142,19700479,19700650,14
ENSG00000294608,19698157,19700658,14
ENSG00000259165,69083398,69085389,14
ENSG00000289180,69069291,69145384,14
ENSG00000258591,39108342,39108707,14
ENSG00000258651,39103140,39108941,14
ENSG00000242941,68693090,68693583,14
ENSG00000297671,68687536,68693487,14
ENSG00000213867,30821419,30821843,14
ENSG00000299487,30811989,30821885,14
ENSG00000230157,105536861,105537239,14
ENSG00000234402,105546610,105549694,14
ENSG00000299082,105536701,105547164,14
ENSG00000232573,98972879,98973301,14
ENSG00000294598,98860209,99076177,14
ENSG00000274369,19026521,19028189,14
ENSG00000274330,70230224,70232426,14
ENSG00000258422,70187122,70251688,14
ENSG00000258802,52798904,52799061,14
ENSG00000258698,52792712,52820034,14
ENSG00000259078,65279267,65281166,14
ENSG00000305690,65261372,65281227,14
ENSG00000286257,56880814,57060804,14
ENSG00000259136,57044646,57044960,14
ENSG00000257672,18614388,18614561,14
ENSG00000257115,18601117,18602097,14
ENSG00000306587,18589944,18616885,14
ENSG00000257644,18631388,18650966,14
ENSG00000258364,18630162,18637422,14
ENSG00000257558,18667249,18667370,14
ENSG00000300515,18667023,18669024,14
ENSG00000259082,101442046,101457117,14
ENSG00000258731,53152282,53883750,14
ENSG00000258474,31944370,32029055,14
ENSG00000246548,77027711,77086720,14
ENSG00000256357,94389639,94464730,14
ENSG00000257585,35897884,36235609,14
ENSG00000258623,68626404,68685565,14
ENSG00000258553,59912425,60091891,14
ENSG00000286423,71094125,71254354,14
ENSG00000301195,103052397,103052549,14
ENSG00000289207,103057831,103059489,14
ENSG00000298368,103061651,103073180,14
ENSG00000288610,103118252,103120147,14
ENSG00000185215,103121476,103137439,14
ENSG00000293155,103137810,103141959,14
ENSG00000251533,103187216,103190251,14
ENSG00000296766,103196168,103207797,14
ENSG00000296813,103207315,103207738,14
ENSG00000278071,103207796,103226654,14
ENSG00000296778,103218867,103220675,14
ENSG00000294830,103267335,103273413,14
ENSG00000294858,103273124,103275029,14
ENSG00000293156,103279313,103279955,14
ENSG00000303620,103294050,103329949,14
ENSG00000303655,103294055,103295532,14
ENSG00000303636,103316935,103328813,14
ENSG00000259775,103331674,103332367,14
ENSG00000259717,103119558,103123094,14
ENSG00000259152,27422381,27428338,15
ENSG00000278541,23193491,23193696,15
ENSG00000287922,27662715,27667273,15
ENSG00000258721,22009547,22010529,15
ENSG00000285405,21980277,21981245,15
ENSG00000270505,22160431,22160868,15
ENSG00000223877,22152276,22152897,15
ENSG00000261426,27362310,27366398,15
ENSG00000277505,23140563,23144422,15
ENSG00000285472,22015233,22095857,15
ENSG00000273976,23127066,23136822,15
ENSG00000258853,27684498,27685768,15
ENSG00000259435,22125511,22126434,15
ENSG00000283524,21971706,21972645,15
ENSG00000271288,22178107,22178542,15
ENSG00000258624,27340524,27340804,15
ENSG00000258997,21927657,21946641,15
ENSG00000259690,29373602,29376956,15
ENSG00000228992,27895704,27896582,15
ENSG00000166140,40807086,40815084,15
